date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:49:28	63/63	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2012:49:27%20GMT	https://get-tvidler.com/robots.txt		(from )
14:49:29	71688/71688	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2012:49:28%20GMT	https://get-tvidler.com/	C:/pro1/Test/EarPro/get-tvidler.com/index.html	(from )
14:49:29	581/581	---M--	200	added ('OK')	image/png	etag:%2263bc3982-245%22	https://get-tvidler.com/theme/images/tvidler/favicon_.png?1	C:/pro1/Test/EarPro/get-tvidler.com/theme/images/tvidler/favicon_c4ca.png	(from https://get-tvidler.com/)
14:49:29	239807/239807	---MCZ	200	added ('OK')	text/css	etag:W/%2263fdb63e-3a8bf%22	https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc	C:/pro1/Test/EarPro/get-tvidler.com/css/theme.rtlfe1d.css	(from https://get-tvidler.com/)
14:49:29	63530/63530	---MCZ	200	added ('OK')	text/css	etag:W/%2263ff5d02-f82a%22	https://get-tvidler.com/css/tvidler/main.rtl.css?id=e3ee91ce485021ac6c36acda7087e66a	C:/pro1/Test/EarPro/get-tvidler.com/css/tvidler/main.rtldb09.css	(from https://get-tvidler.com/)
14:49:29	2413/2413	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263fc97e2-96d%22	https://get-tvidler.com/js/manifest.js?id=1248b358529cb8616f8c1d87c0b41feb	C:/pro1/Test/EarPro/get-tvidler.com/js/manifest75f9.js	(from https://get-tvidler.com/)
14:49:30	98996/98996	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263eb7b56-182b4%22	https://get-tvidler.com/js/vendor.js?id=4af150e5c39ff070f450b369f79d4842	C:/pro1/Test/EarPro/get-tvidler.com/js/vendor52b8.js	(from https://get-tvidler.com/)
14:49:30	679310/679310	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263fc97e2-a5d8e%22	https://get-tvidler.com/js/theme.js?id=f261cc903d10ffb0d507980946df5f93	C:/pro1/Test/EarPro/get-tvidler.com/js/theme801a.js	(from https://get-tvidler.com/)
14:49:30	70804/70804	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263fc97e2-11494%22	https://get-tvidler.com/js/alpine.js?id=ef193d4e231c6f5e573efeb265d89081	C:/pro1/Test/EarPro/get-tvidler.com/js/alpine3ecf.js	(from https://get-tvidler.com/)
14:49:30	70857/70857	---M--	200	added ('OK')	image/png	etag:%2263bc3980-114c9%22	https://get-tvidler.com/images/vendor/intl-tel-input/build/flags.png?007b2705c0a8f69dfdf6ea1bfa0341c9	C:/pro1/Test/EarPro/get-tvidler.com/images/vendor/intl-tel-input/build/flags11db.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:31	174369/174369	---M--	200	added ('OK')	image/png	etag:%2263bc3980-2a921%22	https://get-tvidler.com/images/vendor/intl-tel-input/build/flags@2x.png?9d5328fb490cddd43f6698012123404b	C:/pro1/Test/EarPro/get-tvidler.com/images/vendor/intl-tel-input/build/flags@2x00a3.png	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:31	22288/22288	---M--	200	added ('OK')	application/octet-stream	etag:%2263bc3980-5710%22	https://get-tvidler.com/fonts/montserrat/montserrat-black-webfont.woff2	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-black-webfont.woff2	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:31	29000/29000	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263bc3980-7148%22	https://get-tvidler.com/fonts/montserrat/montserrat-black-webfont.woff	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-black-webfont.woff	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:31	25132/25132	---M--	200	added ('OK')	application/octet-stream	etag:%2263bc3980-622c%22	https://get-tvidler.com/fonts/montserrat/montserrat-extrabold-webfont.woff2	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-extrabold-webfont.woff2	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
14:49:31	32360/32360	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263bc3980-7e68%22	https://get-tvidler.com/fonts/montserrat/montserrat-extrabold-webfont.woff	C:/pro1/Test/EarPro/get-tvidler.com/fonts/montserrat/montserrat-extrabold-webfont.woff	(from https://get-tvidler.com/css/theme.rtl.css?id=6fdd6f3bdd0e889fc2db425e311d21bc)
